,Количество км,Вид доставки,Время суток,Наличие грузчика,Стоимость
3549,2016.9999999999998,Минивэн,Раннее утро/поздний вечер,1,1076.8
3550,12836.0,Удлиненная газель,Рабочее время,1,2485.57
3551,5663.0,Газель,Рабочее время,0,662.69
3552,15877.0,Газель,Рабочее время,1,2646.66
3553,10595.0,Минивэн,Раннее утро/поздний вечер,0,1624.51
3554,10569.0,Минивэн,Ночь,1,2749.3
3555,13961.0,Минивэн,Ночь,1,3390.96
3556,15083.0,Удлиненная газель,Ночь,1,4433.02
3557,6951.0,Легковой,Рабочее время,0,640.82
3558,13238.0,Минивэн,Рабочее время,0,1657.59
3559,14628.0,Газель,Ночь,0,2927.81
3560,5864.0,Удлиненная газель,Раннее утро/поздний вечер,1,1724.13
3561,10118.0,Газель,Рабочее время,0,1348.42
3562,4972.0,Минивэн,Раннее утро/поздний вечер,1,1341.99
3563,6269.0,Минивэн,Ночь,0,1218.83
3564,15295.0,Газель,Ночь,0,2984.91
3565,2734.0,Легковой,Раннее утро/поздний вечер,0,334.5
3566,8214.0,Минивэн,Ночь,1,2404.17
3567,9568.0,Минивэн,Рабочее время,1,1727.72
3568,1012.0,Минивэн,Ночь,1,1262.0
3569,7586.0,Легковой,Раннее утро/поздний вечер,1,1595.52
3570,4535.0,Легковой,Раннее утро/поздний вечер,1,1245.02
3571,6504.0,Газель,Рабочее время,0,953.98
3572,8101.0,Газель,Рабочее время,1,1830.86
3573,3120.0,Минивэн,Раннее утро/поздний вечер,1,1200.5
3574,8589.0,Минивэн,Рабочее время,1,1648.7
3575,5380.0,Удлиненная газель,Раннее утро/поздний вечер,0,960.31
3576,7969.0,Легковой,Ночь,1,1968.55
3577,1701.0,Легковой,Ночь,1,1230.69
3578,10095.0,Газель,Рабочее время,0,1345.18
3579,8887.0,Удлиненная газель,Раннее утро/поздний вечер,1,2337.49
3580,2154.0,Легковой,Раннее утро/поздний вечер,1,1013.98
3581,10837.0,Легковой,Рабочее время,1,1636.73
3582,5930.0,Удлиненная газель,Ночь,1,2140.3
3583,6195.0,Удлиненная газель,Ночь,0,1475.2
3584,3880.0,Удлиненная газель,Раннее утро/поздний вечер,1,1309.93
3585,5215.0,Удлиненная газель,Раннее утро/поздний вечер,1,1655.33
3586,5307.0,Минивэн,Раннее утро/поздний вечер,1,1466.73
3587,3501.0,Удлиненная газель,Раннее утро/поздний вечер,1,1360.59
3588,14269.0,Газель,Ночь,0,2909.01
3589,7200.0,Удлиненная газель,Ночь,0,1639.52
3590,12097.0,Газель,Рабочее время,0,1646.58
3591,1796.0,Легковой,Ночь,0,205.88
3592,13447.0,Газель,Рабочее время,0,1817.02
3593,11734.0,Удлиненная газель,Рабочее время,1,2413.71
3594,1110.0,Минивэн,Рабочее время,1,880.21
3595,6555.0,Минивэн,Ночь,0,1214.76
3596,12166.0,Удлиненная газель,Ночь,0,2886.02
3597,4581.0,Легковой,Раннее утро/поздний вечер,0,581.16
3598,15651.0,Удлиненная газель,Рабочее время,0,2271.08
3599,10796.0,Легковой,Раннее утро/поздний вечер,1,2086.45
3600,13256.0,Минивэн,Ночь,1,3416.08
3601,3810.0,Газель,Раннее утро/поздний вечер,1,1290.27
3602,3798.0,Удлиненная газель,Ночь,0,788.5
3603,13367.0,Минивэн,Ночь,1,3386.54
3604,8842.0,Минивэн,Ночь,1,2511.6
3605,7065.0,Удлиненная газель,Раннее утро/поздний вечер,1,2144.55
3606,15644.0,Легковой,Рабочее время,0,1563.6
3607,7083.0,Удлиненная газель,Рабочее время,1,1723.0
3608,14746.0,Удлиненная газель,Рабочее время,1,2846.43
3609,9705.0,Легковой,Раннее утро/поздний вечер,0,1175.14
3610,6913.0,Легковой,Рабочее время,1,1213.09
3611,9846.0,Минивэн,Ночь,1,2586.44
3612,7991.0,Минивэн,Ночь,0,1430.73
3613,13424.0,Удлиненная газель,Раннее утро/поздний вечер,0,2473.93
3614,14184.0,Минивэн,Рабочее время,1,2403.99
3615,12459.0,Удлиненная газель,Раннее утро/поздний вечер,0,2258.71
3616,5658.0,Легковой,Ночь,0,827.9
3617,5935.0,Легковой,Рабочее время,1,1224.89
3618,6094.0,Удлиненная газель,Раннее утро/поздний вечер,0,1224.34
3619,13357.0,Легковой,Раннее утро/поздний вечер,0,1667.45
3620,7215.0,Удлиненная газель,Раннее утро/поздний вечер,1,2024.83
3621,8971.0,Удлиненная газель,Раннее утро/поздний вечер,0,1560.63
3622,9913.0,Минивэн,Ночь,0,1813.35
3623,1077.0,Минивэн,Раннее утро/поздний вечер,1,967.49
3624,5014.0,Удлиненная газель,Рабочее время,0,823.51
3625,4566.000000000001,Минивэн,Рабочее время,0,506.09
3626,5370.0,Газель,Рабочее время,1,1280.04
3627,9867.0,Удлиненная газель,Ночь,0,2037.48
3628,13638.0,Газель,Рабочее время,1,2348.45
3629,14560.0,Удлиненная газель,Рабочее время,1,2759.79
3630,4636.0,Минивэн,Раннее утро/поздний вечер,0,726.38
3631,7310.0,Минивэн,Ночь,1,2350.36
3632,15621.0,Удлиненная газель,Ночь,1,4341.05
3633,11538.0,Минивэн,Рабочее время,1,1968.03
3634,10033.0,Газель,Рабочее время,1,1942.84
3635,13389.0,Удлиненная газель,Рабочее время,1,2708.59
3636,7269.0,Газель,Раннее утро/поздний вечер,1,1928.61
3637,15428.0,Минивэн,Ночь,0,2878.0
3638,2250.0,Минивэн,Ночь,1,1309.96
3639,9905.0,Газель,Рабочее время,1,1814.82
3640,15076.0,Легковой,Рабочее время,1,2155.84
3641,4425.0,Удлиненная газель,Рабочее время,0,704.56
3642,8891.0,Легковой,Рабочее время,0,1000.71
3643,5312.0,Удлиненная газель,Ночь,1,2211.99
3644,14954.0,Газель,Рабочее время,1,2523.68
3645,1098.0,Минивэн,Рабочее время,0,248.06
3646,15529.0,Газель,Ночь,0,3068.53
3647,1474.0,Легковой,Раннее утро/поздний вечер,1,1034.11
3648,15114.0,Минивэн,Рабочее время,0,1903.82
3649,12346.0,Удлиненная газель,Рабочее время,0,1886.06
3650,4954.0,Газель,Рабочее время,0,624.21
3651,9951.0,Минивэн,Рабочее время,0,1130.98
3652,1425.0,Газель,Раннее утро/поздний вечер,0,215.37
3653,4847.0,Удлиненная газель,Раннее утро/поздний вечер,1,1537.18
3654,14319.0,Минивэн,Раннее утро/поздний вечер,1,2759.14
3655,5723.0,Минивэн,Раннее утро/поздний вечер,0,822.92
3656,9948.0,Легковой,Рабочее время,0,1027.67
3657,6358.0,Минивэн,Ночь,1,2007.8
3658,15185.0,Легковой,Рабочее время,1,2174.66
3659,7200.0,Минивэн,Раннее утро/поздний вечер,1,1810.48
3660,13057.0,Минивэн,Раннее утро/поздний вечер,0,2037.48
3661,7083.0,Удлиненная газель,Раннее утро/поздний вечер,1,2172.9
3662,6419.0,Газель,Раннее утро/поздний вечер,1,1668.74
3663,2407.0,Легковой,Ночь,1,1277.2
3664,11762.0,Удлиненная газель,Раннее утро/поздний вечер,1,2752.12
3665,4424.0,Легковой,Ночь,1,1533.83
3666,7818.0,Легковой,Раннее утро/поздний вечер,0,1037.99
3667,15221.0,Газель,Раннее утро/поздний вечер,0,2351.16
3668,2990.0,Удлиненная газель,Ночь,1,1469.69
3669,9182.0,Удлиненная газель,Рабочее время,1,2052.5
3670,6187.0,Удлиненная газель,Рабочее время,1,1687.31
3671,8919.0,Минивэн,Раннее утро/поздний вечер,1,2028.64
3672,6890.0,Минивэн,Рабочее время,1,1479.75
3673,3079.0,Легковой,Раннее утро/поздний вечер,0,438.59
3674,12860.0,Легковой,Рабочее время,1,1899.66
3675,6896.0,Легковой,Ночь,0,1065.87
3676,8174.0,Удлиненная газель,Рабочее время,1,1874.44
3677,12131.0,Удлиненная газель,Ночь,0,2860.75
3678,13025.0,Минивэн,Ночь,0,2375.21
3679,4921.0,Минивэн,Рабочее время,0,550.71
3680,14884.0,Газель,Рабочее время,0,2004.14
3681,8017.0,Удлиненная газель,Ночь,1,2737.09
3682,9341.0,Удлиненная газель,Раннее утро/поздний вечер,1,2401.37
3683,4607.0,Легковой,Рабочее время,0,576.78
3684,8097.0,Легковой,Раннее утро/поздний вечер,1,1776.64
3685,10822.0,Газель,Раннее утро/поздний вечер,1,2461.6
3686,3609.0,Легковой,Ночь,1,1498.98
3687,1567.0,Легковой,Раннее утро/поздний вечер,1,866.95
3688,14298.0,Удлиненная газель,Раннее утро/поздний вечер,0,2668.41
3689,4663.0,Газель,Рабочее время,1,1213.4
3690,7073.0,Газель,Раннее утро/поздний вечер,0,1133.04
3691,5472.0,Легковой,Раннее утро/поздний вечер,0,672.31
3692,15602.0,Газель,Рабочее время,0,1991.91
3693,5180.0,Легковой,Ночь,1,1660.23
3694,15015.0,Газель,Рабочее время,1,2564.83
3695,1848.0,Удлиненная газель,Рабочее время,1,947.52
3696,8903.0,Удлиненная газель,Рабочее время,1,1853.37
3697,13166.0,Минивэн,Ночь,1,3316.34
3698,6183.0,Удлиненная газель,Раннее утро/поздний вечер,1,1872.87
3699,12996.0,Легковой,Ночь,0,1836.04
3700,3793.0,Легковой,Рабочее время,1,923.08
3701,15187.0,Легковой,Раннее утро/поздний вечер,0,1877.01
3702,3136.0,Газель,Ночь,0,636.1
3703,6101.0,Легковой,Рабочее время,0,720.92
3704,13193.0,Минивэн,Раннее утро/поздний вечер,0,1882.96
3705,13518.0,Газель,Раннее утро/поздний вечер,0,2208.09
3706,8336.0,Минивэн,Раннее утро/поздний вечер,0,1256.33
3707,14398.0,Удлиненная газель,Ночь,0,3318.27
3708,3880.0,Газель,Ночь,1,1639.83
3709,10137.0,Легковой,Рабочее время,0,1037.22
3710,3816.0,Удлиненная газель,Ночь,1,1616.38
3711,13370.0,Легковой,Рабочее время,1,1979.89
3712,14207.0,Легковой,Рабочее время,1,2127.41
3713,1706.0,Удлиненная газель,Рабочее время,1,906.28
3714,8797.0,Удлиненная газель,Раннее утро/поздний вечер,1,2357.22
3715,4735.0,Удлиненная газель,Рабочее время,0,744.61
3716,5642.0,Минивэн,Ночь,1,1892.31
3717,6746.0,Минивэн,Рабочее время,1,1496.08
3718,7674.0,Легковой,Ночь,1,2083.7
3719,15456.0,Удлиненная газель,Рабочее время,1,2995.5
3720,12512.0,Удлиненная газель,Ночь,1,3692.43
3721,6455.0,Удлиненная газель,Раннее утро/поздний вечер,0,1265.35
3722,15607.0,Газель,Рабочее время,1,2667.45
3723,12483.0,Удлиненная газель,Рабочее время,0,1892.79
3724,9962.0,Газель,Рабочее время,0,1251.54
3725,13991.0,Газель,Рабочее время,1,2440.76
3726,15840.0,Легковой,Рабочее время,1,2299.98
3727,15633.0,Газель,Ночь,0,3012.96
3728,13693.0,Газель,Ночь,1,3552.53
3729,11712.0,Газель,Рабочее время,1,2082.12
3730,2238.0,Удлиненная газель,Рабочее время,0,458.38
3731,14025.0,Минивэн,Ночь,1,3425.14
3732,10728.0,Легковой,Ночь,0,1657.98
3733,2614.0,Легковой,Раннее утро/поздний вечер,0,353.5
3734,9570.0,Удлиненная газель,Раннее утро/поздний вечер,1,2360.48
3735,13168.0,Минивэн,Раннее утро/поздний вечер,1,2728.36
3736,1131.0,Удлиненная газель,Раннее утро/поздний вечер,1,910.93
3737,3052.0,Удлиненная газель,Раннее утро/поздний вечер,1,1322.31
3738,3486.0,Удлиненная газель,Раннее утро/поздний вечер,0,576.34
3739,8583.0,Газель,Раннее утро/поздний вечер,1,2073.35
3740,15529.0,Удлиненная газель,Рабочее время,1,3049.22
3741,7392.0,Газель,Рабочее время,1,1681.67
3742,3196.0,Удлиненная газель,Ночь,0,725.57
3743,6371.0,Легковой,Раннее утро/поздний вечер,1,1610.71
3744,10450.0,Легковой,Ночь,1,2510.45
3745,3425.0,Легковой,Раннее утро/поздний вечер,1,1085.12
3746,7362.0,Газель,Рабочее время,0,951.76
3747,14236.0,Удлиненная газель,Ночь,1,4086.16
3748,9453.0,Легковой,Рабочее время,0,1093.4
3749,8058.000000000001,Минивэн,Рабочее время,1,1668.04
3750,10494.0,Газель,Раннее утро/поздний вечер,0,1723.91
3751,4239.0,Газель,Рабочее время,0,669.01
3752,11199.0,Легковой,Раннее утро/поздний вечер,0,1449.46
3753,10017.0,Минивэн,Ночь,0,1837.08
3754,12886.0,Удлиненная газель,Раннее утро/поздний вечер,0,2356.19
3755,7570.0,Газель,Раннее утро/поздний вечер,1,1999.78
3756,14927.0,Минивэн,Ночь,1,3556.8
3757,2084.0,Легковой,Рабочее время,0,233.92
3758,2915.0,Минивэн,Рабочее время,0,355.3
3759,4429.0,Газель,Раннее утро/поздний вечер,0,798.98
3760,2114.0,Газель,Рабочее время,1,913.82
3761,13122.0,Легковой,Ночь,0,2121.61
3762,7313.0,Легковой,Рабочее время,0,833.01
3763,15519.0,Газель,Раннее утро/поздний вечер,0,2398.58
3764,9802.0,Легковой,Рабочее время,1,1522.12
3765,4810.000000000001,Легковой,Ночь,0,770.17
3766,8236.0,Газель,Ночь,0,1566.05
3767,1998.0,Легковой,Ночь,0,177.52
3768,12350.0,Минивэн,Рабочее время,0,1509.64
3769,13161.0,Удлиненная газель,Раннее утро/поздний вечер,1,3201.1
3770,11817.0,Удлиненная газель,Ночь,1,3506.7
3771,9142.0,Легковой,Рабочее время,0,1062.14
3772,11263.0,Минивэн,Раннее утро/поздний вечер,1,2342.78
3773,14464.0,Минивэн,Раннее утро/поздний вечер,1,2913.83
3774,5521.0,Удлиненная газель,Раннее утро/поздний вечер,1,1790.6
3775,13470.0,Легковой,Рабочее время,0,1390.32
3776,4329.0,Легковой,Рабочее время,0,559.13
3777,9237.0,Газель,Рабочее время,0,1176.86
3778,15146.0,Минивэн,Раннее утро/поздний вечер,1,2905.69
3779,2879.0,Легковой,Ночь,0,408.72
3780,11159.0,Удлиненная газель,Ночь,0,2608.87
3781,6545.0,Газель,Рабочее время,0,865.03
3782,9584.0,Легковой,Раннее утро/поздний вечер,0,1184.35
3783,3446.0,Минивэн,Рабочее время,1,965.53
3784,2438.0,Минивэн,Раннее утро/поздний вечер,1,1138.03
3785,14041.0,Минивэн,Раннее утро/поздний вечер,0,2091.01
3786,3344.0,Удлиненная газель,Рабочее время,1,1134.3
3787,15159.0,Минивэн,Ночь,0,2889.14
3788,2241.0,Минивэн,Рабочее время,1,1021.0
3789,7283.0,Газель,Рабочее время,1,1523.14
3790,8233.0,Легковой,Рабочее время,1,1543.41
3791,1167.0,Удлиненная газель,Раннее утро/поздний вечер,1,956.76
3792,14385.0,Легковой,Рабочее время,1,2165.39
3793,4072.0000000000005,Газель,Рабочее время,1,1282.07
3794,1417.0,Газель,Рабочее время,0,296.57
3795,10789.0,Удлиненная газель,Раннее утро/поздний вечер,1,2629.46
3796,12575.0,Газель,Ночь,0,2355.07
3797,13645.0,Газель,Раннее утро/поздний вечер,1,2845.25
3798,9482.0,Минивэн,Ночь,0,1782.45
3799,1655.0,Легковой,Ночь,0,264.95
3800,13685.0,Газель,Раннее утро/поздний вечер,0,2174.7
3801,12143.0,Газель,Рабочее время,1,2323.39
3802,1704.0,Удлиненная газель,Ночь,1,1304.49
3803,11298.0,Удлиненная газель,Раннее утро/поздний вечер,0,2148.27
3804,13991.0,Газель,Рабочее время,1,2371.39
3805,6885.0,Газель,Раннее утро/поздний вечер,1,1814.68
3806,9795.0,Минивэн,Рабочее время,0,1165.14
3807,8806.0,Минивэн,Ночь,1,2475.8
3808,10247.0,Удлиненная газель,Рабочее время,0,1677.41
3809,5739.0,Минивэн,Ночь,1,1929.21
3810,14161.0,Удлиненная газель,Ночь,1,4231.43
3811,8296.0,Минивэн,Раннее утро/поздний вечер,1,2006.06
3812,3744.0,Минивэн,Ночь,0,724.27
3813,2522.0,Удлиненная газель,Раннее утро/поздний вечер,0,422.27
3814,10437.0,Минивэн,Ночь,0,1866.84
3815,15148.0,Минивэн,Раннее утро/поздний вечер,0,2197.83
3816,11765.0,Минивэн,Раннее утро/поздний вечер,1,2315.39
3817,6186.0,Газель,Раннее утро/поздний вечер,0,1046.24
3818,12198.0,Удлиненная газель,Ночь,0,2827.61
3819,10792.0,Газель,Рабочее время,0,1412.17
3820,10854.0,Легковой,Ночь,0,1514.18
3821,5143.0,Минивэн,Раннее утро/поздний вечер,0,823.18
3822,6986.0,Минивэн,Рабочее время,0,845.94
3823,13935.0,Легковой,Ночь,0,2055.01
3824,6269.0,Минивэн,Рабочее время,0,919.22
3825,8895.0,Минивэн,Раннее утро/поздний вечер,0,1224.8
3826,9330.0,Газель,Ночь,0,1830.24
3827,14774.0,Газель,Ночь,0,2794.1
3828,11658.0,Удлиненная газель,Раннее утро/поздний вечер,0,2157.82
3829,9552.0,Минивэн,Рабочее время,0,1102.02
3830,11500.0,Удлиненная газель,Ночь,1,3429.84
3831,13332.0,Газель,Ночь,0,2662.3
3832,6777.0,Газель,Раннее утро/поздний вечер,1,1777.28
3833,4382.0,Удлиненная газель,Рабочее время,0,632.03
3834,15538.0,Легковой,Раннее утро/поздний вечер,1,2708.5
3835,5766.0,Удлиненная газель,Рабочее время,1,1365.51
3836,10322.0,Минивэн,Раннее утро/поздний вечер,0,1602.29
3837,2351.0,Легковой,Ночь,1,1340.81
3838,3910.0,Минивэн,Рабочее время,0,400.19
3839,10504.0,Удлиненная газель,Рабочее время,0,1623.99
3840,5227.0,Легковой,Рабочее время,1,1187.19
3841,5696.0,Газель,Раннее утро/поздний вечер,1,1636.16
3842,12375.0,Удлиненная газель,Раннее утро/поздний вечер,0,2304.99
3843,4180.0,Удлиненная газель,Раннее утро/поздний вечер,0,759.51
3844,5443.0,Легковой,Раннее утро/поздний вечер,0,733.12
3845,6687.0,Минивэн,Раннее утро/поздний вечер,1,1646.64
3846,15260.0,Газель,Ночь,1,3989.81
3847,12668.0,Газель,Ночь,0,2517.6
3848,14893.0,Газель,Рабочее время,0,2002.84
3849,8346.0,Газель,Раннее утро/поздний вечер,1,2095.76
3850,4887.0,Газель,Раннее утро/поздний вечер,1,1386.6
3851,14109.0,Минивэн,Рабочее время,0,1819.24
3852,2008.0,Газель,Ночь,1,1198.46
3853,7672.0,Легковой,Рабочее время,0,852.2
3854,4429.0,Минивэн,Рабочее время,0,578.61
3855,5597.0,Легковой,Раннее утро/поздний вечер,1,1397.09
3856,6415.0,Удлиненная газель,Раннее утро/поздний вечер,0,1244.89
3857,7681.0,Минивэн,Рабочее время,1,1531.25
3858,15450.0,Минивэн,Рабочее время,0,1849.51
3859,5386.0,Удлиненная газель,Рабочее время,0,916.25
3860,12564.0,Легковой,Ночь,1,2823.77
3861,4416.0,Минивэн,Ночь,0,845.96
3862,12698.0,Газель,Рабочее время,0,1668.1
3863,4032.0000000000005,Минивэн,Ночь,1,1762.17
3864,11681.0,Минивэн,Раннее утро/поздний вечер,1,2480.76
3865,15561.0,Минивэн,Рабочее время,0,1851.33
3866,7254.0,Легковой,Ночь,1,1964.03
3867,11431.0,Легковой,Раннее утро/поздний вечер,1,2140.78
3868,5792.0,Легковой,Рабочее время,0,561.77
3869,2716.0,Удлиненная газель,Раннее утро/поздний вечер,0,516.3
3870,10703.0,Легковой,Ночь,0,1642.51
3871,7294.0,Газель,Раннее утро/поздний вечер,1,1954.41
3872,14660.0,Газель,Рабочее время,1,2560.4
3873,8318.0,Газель,Раннее утро/поздний вечер,0,1308.14
3874,12371.0,Газель,Рабочее время,1,2220.9
3875,4393.0,Газель,Ночь,0,853.18
3876,9457.0,Минивэн,Ночь,1,2526.6
3877,1453.0,Удлиненная газель,Рабочее время,0,222.86
3878,9970.0,Газель,Ночь,1,2810.31
3879,4612.0,Минивэн,Ночь,1,1732.0
3880,10795.0,Минивэн,Раннее утро/поздний вечер,0,1565.14
3881,12786.0,Легковой,Раннее утро/поздний вечер,1,2256.04
3882,10661.0,Минивэн,Ночь,0,1831.12
3883,4213.0,Минивэн,Рабочее время,0,622.79
3884,1684.0000000000002,Газель,Рабочее время,1,803.68
3885,2443.0,Газель,Раннее утро/поздний вечер,0,402.96
3886,7245.0,Легковой,Раннее утро/поздний вечер,0,895.45
3887,3651.0,Легковой,Ночь,0,601.04
3888,8734.0,Газель,Ночь,1,2633.55
3889,11598.0,Легковой,Ночь,1,2678.23
3890,3516.0,Удлиненная газель,Раннее утро/поздний вечер,1,1286.4
3891,6931.0,Минивэн,Ночь,1,2041.04
3892,14273.0,Легковой,Ночь,1,3153.08
3893,14579.0,Удлиненная газель,Рабочее время,0,2228.64
3894,7809.0,Газель,Рабочее время,1,1539.4
3895,15523.0,Газель,Раннее утро/поздний вечер,1,3212.94
3896,7433.0,Удлиненная газель,Раннее утро/поздний вечер,0,1373.33
3897,4915.0,Газель,Ночь,1,1795.04
3898,14710.0,Минивэн,Раннее утро/поздний вечер,1,2759.76
3899,8414.0,Удлиненная газель,Раннее утро/поздний вечер,1,2313.99
3900,1952.0,Минивэн,Рабочее время,0,152.32
3901,7384.0,Удлиненная газель,Ночь,0,1724.14
3902,11174.0,Газель,Ночь,1,3123.73
3903,13561.0,Газель,Раннее утро/поздний вечер,1,2921.17
3904,1715.0,Минивэн,Раннее утро/поздний вечер,1,894.96
3905,9920.0,Легковой,Ночь,1,2439.62
3906,6740.0,Легковой,Раннее утро/поздний вечер,0,810.29
3907,10569.0,Легковой,Ночь,1,2508.65
3908,1502.0,Газель,Ночь,1,1162.29
3909,8187.0,Минивэн,Рабочее время,1,1576.68
3910,7927.0,Легковой,Ночь,0,1157.03
3911,3325.0,Удлиненная газель,Раннее утро/поздний вечер,0,725.36
3912,14919.0,Газель,Ночь,1,3649.35
3913,4681.0,Газель,Ночь,0,811.39
3914,11733.0,Газель,Ночь,0,2243.24
3915,11160.0,Легковой,Ночь,1,2560.37
3916,9396.0,Газель,Ночь,1,2746.16
3917,5862.0,Минивэн,Ночь,1,1971.86
3918,4802.0,Удлиненная газель,Раннее утро/поздний вечер,0,722.14
3919,7520.0,Газель,Ночь,0,1500.11
3920,9733.0,Минивэн,Рабочее время,1,1822.88
3921,15471.0,Минивэн,Раннее утро/поздний вечер,1,2910.64
3922,1896.0,Легковой,Рабочее время,1,866.2
3923,15041.0,Минивэн,Ночь,0,2811.13
3924,10115.0,Легковой,Рабочее время,0,1064.74
3925,1528.0,Легковой,Рабочее время,0,158.45
3926,5727.0,Легковой,Раннее утро/поздний вечер,0,646.93
3927,1544.0,Газель,Рабочее время,0,183.72
3928,6850.0,Газель,Ночь,0,1339.73
3929,11982.0,Газель,Рабочее время,1,2211.74
3930,6636.0,Легковой,Ночь,1,1936.42
3931,10611.0,Газель,Раннее утро/поздний вечер,1,2290.86
3932,5714.0,Легковой,Рабочее время,1,1124.02
3933,2387.0,Удлиненная газель,Раннее утро/поздний вечер,0,377.23
3934,2702.0,Легковой,Ночь,1,1271.81
3935,11929.0,Газель,Рабочее время,1,2069.3
3936,9453.0,Газель,Раннее утро/поздний вечер,1,2183.28
3937,8538.0,Удлиненная газель,Рабочее время,0,1248.31
3938,7194.0,Газель,Ночь,1,2304.19
3939,14343.0,Легковой,Раннее утро/поздний вечер,1,2522.52
3940,14357.0,Газель,Рабочее время,0,1986.71
3941,9564.0,Легковой,Рабочее время,0,964.4
3942,7845.0,Минивэн,Рабочее время,1,1575.48
3943,8363.0,Минивэн,Рабочее время,1,1653.02
3944,6807.0,Удлиненная газель,Ночь,0,1427.3
3945,7924.0,Легковой,Рабочее время,0,873.51
3946,14158.0,Легковой,Ночь,0,2267.99
3947,13051.0,Удлиненная газель,Раннее утро/поздний вечер,0,2350.98
3948,15753.0,Газель,Ночь,0,2972.85
3949,7138.0,Минивэн,Ночь,0,1287.7
3950,9084.0,Легковой,Раннее утро/поздний вечер,0,1274.46
3951,8716.0,Удлиненная газель,Раннее утро/поздний вечер,0,1485.53
3952,10474.0,Газель,Рабочее время,1,2093.52
3953,15930.0,Минивэн,Ночь,1,3790.15
3954,8890.0,Легковой,Рабочее время,1,1569.56
3955,8699.0,Удлиненная газель,Раннее утро/поздний вечер,1,2259.07
3956,5023.0,Минивэн,Раннее утро/поздний вечер,1,1502.67
3957,13061.0,Легковой,Ночь,1,2901.2
3958,3632.0,Газель,Ночь,0,672.45
3959,3575.0,Минивэн,Рабочее время,1,1134.8
3960,8217.0,Минивэн,Рабочее время,0,976.54
3961,11704.0,Легковой,Рабочее время,0,1224.43
3962,11424.0,Газель,Ночь,1,3244.06
3963,9060.0,Газель,Раннее утро/поздний вечер,0,1590.22
3964,3754.0,Удлиненная газель,Раннее утро/поздний вечер,0,714.33
3965,9313.0,Легковой,Ночь,1,2372.9
3966,6975.0,Минивэн,Ночь,1,2175.06
3967,3987.0,Минивэн,Рабочее время,0,536.85
3968,6924.0,Газель,Раннее утро/поздний вечер,1,1823.51
3969,8238.0,Газель,Рабочее время,1,1828.07
3970,3307.0,Удлиненная газель,Рабочее время,0,547.18
3971,1768.0,Газель,Ночь,0,357.64
3972,13093.0,Легковой,Ночь,0,2092.54
3973,1111.0,Минивэн,Ночь,1,1261.43
3974,12441.0,Минивэн,Раннее утро/поздний вечер,1,2510.71
3975,9636.0,Удлиненная газель,Рабочее время,0,1365.75
3976,11223.0,Минивэн,Ночь,1,3023.43
3977,4648.0,Газель,Ночь,0,968.2
3978,3500.0,Легковой,Раннее утро/поздний вечер,0,380.01
3979,12064.0,Минивэн,Рабочее время,0,1454.06
3980,2220.0,Удлиненная газель,Рабочее время,0,400.05
3981,14546.0,Легковой,Раннее утро/поздний вечер,1,2496.07
3982,7948.999999999998,Легковой,Рабочее время,1,1488.83
3983,4022.9999999999995,Легковой,Раннее утро/поздний вечер,0,502.87
3984,2065.0,Минивэн,Ночь,1,1305.28
3985,13309.0,Минивэн,Рабочее время,1,2328.76
3986,6120.0,Удлиненная газель,Раннее утро/поздний вечер,0,1130.3
3987,14776.0,Газель,Ночь,0,2766.26
3988,10362.0,Удлиненная газель,Раннее утро/поздний вечер,1,2652.5
3989,4396.0,Минивэн,Рабочее время,1,1115.77
3990,3434.0,Минивэн,Ночь,0,733.68
3991,10657.0,Легковой,Раннее утро/поздний вечер,0,1337.14
3992,8326.0,Удлиненная газель,Рабочее время,0,1246.34
3993,5157.0,Минивэн,Раннее утро/поздний вечер,0,816.71
3994,3815.0,Минивэн,Рабочее время,0,444.66
3995,13800.0,Легковой,Рабочее время,0,1370.28
3996,7734.0,Газель,Раннее утро/поздний вечер,1,1824.38
3997,11623.0,Удлиненная газель,Рабочее время,1,2432.65
3998,7570.0,Минивэн,Ночь,0,1369.88
3999,3317.0,Легковой,Раннее утро/поздний вечер,0,436.51
4000,4925.0,Удлиненная газель,Раннее утро/поздний вечер,1,1475.13
4001,14412.0,Легковой,Рабочее время,1,2062.26
4002,5061.0,Удлиненная газель,Раннее утро/поздний вечер,1,1741.42
4003,6539.0,Минивэн,Раннее утро/поздний вечер,1,1689.36
4004,3452.0,Минивэн,Рабочее время,0,442.27
4005,14303.0,Легковой,Раннее утро/поздний вечер,0,1762.64
4006,7864.0,Газель,Рабочее время,0,1033.73
4007,15078.0,Минивэн,Раннее утро/поздний вечер,0,2327.81
4008,15324.0,Минивэн,Ночь,1,3693.54
4009,3331.0,Удлиненная газель,Рабочее время,1,1160.57
4010,7253.0,Удлиненная газель,Ночь,0,1693.12
4011,12827.0,Легковой,Рабочее время,1,1856.99
4012,8810.0,Легковой,Раннее утро/поздний вечер,0,1120.36
4013,2427.0,Минивэн,Рабочее время,0,247.03
4014,7029.0,Минивэн,Рабочее время,1,1538.68
4015,7540.0,Газель,Раннее утро/поздний вечер,1,1999.85
4016,12229.0,Легковой,Раннее утро/поздний вечер,1,2288.71
4017,11543.0,Удлиненная газель,Рабочее время,0,1713.11
4018,6822.0,Легковой,Ночь,0,971.74
4019,2836.0,Легковой,Рабочее время,1,845.67
4020,11661.0,Минивэн,Рабочее время,1,1980.57
